id	title	description	publishedAt	country	viewCount	subscriberCount	hiddenSubscriberCount	videoCount	privacyStatus	isLinked	longUploadsStatus	madeForKids	topicIds	topicCategories
UCq-Fj5jknLsUf-MWSy4_brA	T-Series	"""Music can change the world"". T-Series is India's largest Music Label & Movie Studio, believes in bringing world close together through its music.
T-Series is associated with music industry from past three decades, having ample catalogue of music comprising plenty of languages that covers the length & breadth of India. We believe after silence, nearest to expressing the inexpressible is Music. So, all the music lovers who believe in magic of music come join us and live the magic of music with T-Series."	2006-03-13T14:27:05Z	IN	162554005444	191000000	False	15704	public	True	longUploadsUnspecified	False	['/m/028sqc', '/m/04rlf']	['https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Music']
